item_number,days_in_warehouse,shipment_frequency,category,total_quantity_received,frequency_received,total_quantity_shipped,frequency_shipped,priority_cluster
175018,10.0,1,Medium Mover,1,1,1,1,Low Priority Item
178724,10.0,1,Medium Mover,2,2,1,1,Low Priority Item
179287,10.0,1,Medium Mover,2,1,2,1,Low Priority Item
179322,10.0,1,Medium Mover,2,1,2,1,Low Priority Item
180250,10.0,1,Medium Mover,1,1,1,1,Low Priority Item
181853,10.0,1,Medium Mover,2,1,2,1,Low Priority Item
183559,10.0,1,Medium Mover,2,1,2,1,Low Priority Item
760311160,10.0,1,Medium Mover,4,1,4,1,Low Priority Item
AC2583,10.0,1,Medium Mover,1,1,2,2,Low Priority Item
P6011923,10.0,1,Medium Mover,4,1,4,2,Low Priority Item
P82859,10.0,1,Medium Mover,3,1,3,2,Low Priority Item
Y044522,10.0,1,Medium Mover,1,1,1,1,Low Priority Item
179319,11.0,1,Medium Mover,2,1,4,3,Low Priority Item
180252,11.0,1,Medium Mover,1,1,1,1,Low Priority Item
AC6397,11.0,1,Medium Mover,28,1,28,1,Low Priority Item
AC8850,11.0,1,Medium Mover,1,1,1,1,Low Priority Item
P6015394,11.0,1,Medium Mover,100,2,150,12,Low Priority Item
P6019602,11.0,1,Medium Mover,2,1,2,1,Low Priority Item
SM1261,11.0,1,Medium Mover,2,1,2,1,Low Priority Item
V1001002,11.0,1,Medium Mover,12,2,10,4,Low Priority Item
180711,12.0,1,Medium Mover,3,2,1,1,Low Priority Item
181101,12.0,1,Medium Mover,2,1,2,1,Low Priority Item
182243,12.0,1,Medium Mover,1,1,1,1,Low Priority Item
184426,12.0,1,Medium Mover,2,1,2,1,Low Priority Item
188560,12.0,1,Medium Mover,1,1,1,1,Low Priority Item
AC1408,12.0,1,Medium Mover,4,1,4,2,Low Priority Item
AC1874,12.0,1,Medium Mover,2,1,2,1,Low Priority Item
DT0812,12.0,1,Medium Mover,1,1,1,1,Low Priority Item
M99407,12.0,1,Medium Mover,1,1,1,1,Low Priority Item
P5002231,12.0,1,Medium Mover,3,1,3,1,Low Priority Item
P6021334,12.0,1,Medium Mover,4,1,4,1,Low Priority Item
P80765,12.0,1,Medium Mover,68,1,68,1,Medium Priority Item
QX6170D,12.0,1,Medium Mover,1,1,1,1,Low Priority Item
V1000950,12.0,1,Medium Mover,25,1,50,2,Medium Priority Item
104631,13.0,1,Medium Mover,1,1,1,1,Low Priority Item
175047,13.0,1,Medium Mover,3,2,1,1,Low Priority Item
175887,13.0,1,Medium Mover,1,1,1,1,Low Priority Item
181051,13.0,1,Medium Mover,1,1,1,1,Low Priority Item
183671,13.0,1,Medium Mover,2,1,2,1,Low Priority Item
184447,13.0,1,Medium Mover,3,1,3,1,Low Priority Item
52-460-769-234,13.0,1,Medium Mover,1,1,1,1,Low Priority Item
P6010049,13.0,1,Medium Mover,300,1,53,2,Medium Priority Item
P6010997,13.0,1,Medium Mover,50,1,64,7,Medium Priority Item
SM0033,13.0,1,Medium Mover,2,1,2,1,Low Priority Item
SM0479,13.0,1,Medium Mover,2,1,2,1,Low Priority Item
179190,14.0,1,Medium Mover,3,3,1,1,Low Priority Item
179350,14.0,1,Medium Mover,1,1,1,1,Low Priority Item
180617,14.0,1,Medium Mover,1,1,1,1,Low Priority Item
184040,14.0,1,Medium Mover,1,1,1,1,Low Priority Item
184365,14.0,1,Medium Mover,2,1,2,1,Low Priority Item
52-126-533-001,14.0,1,Medium Mover,5,1,5,3,Low Priority Item
557023,14.0,1,Medium Mover,10,1,10,1,Low Priority Item
AC1560,14.0,1,Medium Mover,1,1,1,1,Low Priority Item
P2000812,14.0,1,Medium Mover,15,1,30,2,Low Priority Item
P6019692,14.0,1,Medium Mover,20,3,1,1,Low Priority Item
Y14698,14.0,1,Medium Mover,1,1,1,1,Low Priority Item
YA0030,14.0,1,Medium Mover,2,1,2,1,Low Priority Item
175060,15.0,1,Medium Mover,1,1,1,1,Low Priority Item
185516,15.0,1,Medium Mover,3,1,3,1,Low Priority Item
210590,15.0,1,Medium Mover,388,1,140,4,Low Priority Item
AC5584,15.0,1,Medium Mover,1,1,1,1,Low Priority Item
CM1011,15.0,1,Medium Mover,1,1,2,2,Low Priority Item
DM0450,15.0,1,Medium Mover,3,1,3,1,Low Priority Item
P2002338,15.0,1,Medium Mover,40,2,11,4,Low Priority Item
P6015868,15.0,1,Medium Mover,50,1,112,6,Medium Priority Item
P6015870,15.0,1,Medium Mover,100,2,96,4,Medium Priority Item
P70966,15.0,1,Medium Mover,420,1,840,2,Low Priority Item
SM1123,15.0,1,Medium Mover,2,1,2,1,Low Priority Item
178477,16.0,1,Medium Mover,1,1,1,1,Low Priority Item
183795,16.0,1,Medium Mover,2,1,2,1,Low Priority Item
184363,16.0,1,Medium Mover,2,1,2,1,Low Priority Item
Y044027,16.0,1,Medium Mover,2,1,2,2,Low Priority Item
Y93452,16.0,1,Medium Mover,1,1,1,1,Low Priority Item
180159,17.0,1,Medium Mover,1,1,1,1,Low Priority Item
183522,17.0,1,Medium Mover,2,1,2,1,Low Priority Item
184242,17.0,1,Medium Mover,1,1,1,1,Low Priority Item
557024,17.0,1,Medium Mover,10,1,10,1,Low Priority Item
J92356,17.0,1,Medium Mover,1800,1,1800,1,Low Priority Item
P5004520,17.0,1,Medium Mover,2,1,2,1,Low Priority Item
SM0616,17.0,1,Medium Mover,1,1,1,1,Low Priority Item
V1000120,17.0,1,Medium Mover,1000,1,1000,1,Low Priority Item
104610,18.0,1,Medium Mover,1,1,1,1,Low Priority Item
175925,18.0,1,Medium Mover,1,1,1,1,Low Priority Item
182356,18.0,1,Medium Mover,1,1,1,1,Low Priority Item
760311729,18.0,1,Medium Mover,19,5,15,4,Low Priority Item
765270190,18.0,1,Medium Mover,5,1,5,1,Low Priority Item
A07029,18.0,1,Medium Mover,20,1,20,1,Low Priority Item
AC8077,18.0,1,Medium Mover,1,1,1,1,Low Priority Item
SM0188,18.0,1,Medium Mover,1,1,1,1,Low Priority Item
Y94155,18.0,1,Medium Mover,1,1,1,1,Low Priority Item
175717,19.0,1,Medium Mover,1,1,1,1,Low Priority Item
175924,19.0,1,Medium Mover,1,1,1,1,Low Priority Item
184786,19.0,1,Medium Mover,2,2,1,1,Low Priority Item
188567,19.0,1,Medium Mover,1,1,1,1,Low Priority Item
52-161-003-001,19.0,1,Medium Mover,1,1,1,1,Low Priority Item
52-233-931-359,19.0,1,Medium Mover,1,1,1,1,Low Priority Item
G96836,19.0,1,Medium Mover,300,1,300,1,Low Priority Item
P48060,19.0,1,Medium Mover,17,1,10,1,Low Priority Item
SM0530,19.0,1,Medium Mover,3,3,3,3,Low Priority Item
SM0725,19.0,1,Medium Mover,2,1,2,1,Low Priority Item
YA0938,19.0,1,Medium Mover,2,1,2,1,Low Priority Item
YA6025,19.0,1,Medium Mover,3,1,3,1,Low Priority Item
175886,20.0,1,Medium Mover,1,1,1,1,Low Priority Item
175908,20.0,1,Medium Mover,1,1,1,1,Low Priority Item
180130,20.0,1,Medium Mover,1,1,1,1,Low Priority Item
182224,20.0,1,Medium Mover,1,1,1,1,Low Priority Item
184935,20.0,1,Medium Mover,2,1,2,1,Low Priority Item
7624A2870,20.0,1,Medium Mover,1,1,1,1,Low Priority Item
772640853,20.0,1,Medium Mover,20,1,80,9,Medium Priority Item
7C0352220,20.0,1,Medium Mover,3,2,4,3,Low Priority Item
AC2399,20.0,1,Medium Mover,15,1,15,4,Low Priority Item
P5001146,20.0,1,Medium Mover,18,1,15,2,Low Priority Item
P5001686,20.0,1,Medium Mover,2,1,2,1,Low Priority Item
P6011653,20.0,1,Medium Mover,1,1,1,1,Low Priority Item
SM1864,20.0,1,Medium Mover,2,1,2,1,Low Priority Item
V1000088,20.0,1,Medium Mover,200,1,200,1,Low Priority Item
Y043574,20.0,1,Medium Mover,2,1,2,1,Low Priority Item
Y043575,20.0,1,Medium Mover,2,1,2,1,Low Priority Item
Y043576,20.0,1,Medium Mover,2,1,2,1,Low Priority Item
178873,21.0,1,Medium Mover,2,1,2,1,Low Priority Item
179247,21.0,1,Medium Mover,1,1,5,2,Low Priority Item
181832,21.0,1,Medium Mover,1,1,1,1,Low Priority Item
182221,21.0,1,Medium Mover,2,2,1,1,Low Priority Item
183302,21.0,1,Medium Mover,2,1,2,1,Low Priority Item
184939,21.0,1,Medium Mover,2,1,2,1,Low Priority Item
52-122-982-003,21.0,1,Medium Mover,188,1,188,1,Low Priority Item
52-324-006-084,21.0,1,Medium Mover,10,1,1,1,Low Priority Item
FM0047,21.0,1,Medium Mover,1,1,1,1,Low Priority Item
P5001081,21.0,1,Medium Mover,32,1,32,1,Low Priority Item
P6010979,21.0,1,Medium Mover,20,1,20,1,Low Priority Item
P6013152,21.0,1,Medium Mover,10,2,11,6,Medium Priority Item
P6014872,21.0,1,Medium Mover,10,1,10,1,Low Priority Item
P6015181,21.0,1,Medium Mover,4,1,4,1,Low Priority Item
SM1712,21.0,1,Medium Mover,1,1,1,1,Low Priority Item
Y043573,21.0,1,Medium Mover,2,1,2,1,Low Priority Item
Y044012,21.0,1,Medium Mover,2,1,2,1,Low Priority Item
175051,22.0,1,Medium Mover,1,1,1,1,Low Priority Item
183518,22.0,1,Medium Mover,1,1,1,1,Low Priority Item
183708,22.0,1,Medium Mover,2,1,2,1,Low Priority Item
P6010703,22.0,1,Medium Mover,12,3,7,3,Low Priority Item
P6016213,22.0,1,Medium Mover,24,1,30,3,Low Priority Item
SM2210,22.0,1,Medium Mover,1,1,1,1,Low Priority Item
Y043184,22.0,1,Medium Mover,3,3,1,1,Low Priority Item
178714,23.0,1,Medium Mover,2,1,2,1,Low Priority Item
179268,23.0,1,Medium Mover,1,1,1,1,Low Priority Item
180710,23.0,1,Medium Mover,2,1,2,1,Low Priority Item
183756,23.0,1,Medium Mover,1,1,1,1,Low Priority Item
772230442,23.0,1,Medium Mover,22,2,4,1,Low Priority Item
LA051A,23.0,1,Medium Mover,1,1,1,1,Low Priority Item
M72555,23.0,1,Medium Mover,67,1,67,6,Medium Priority Item
M99129,23.0,1,Medium Mover,17,1,10,2,Low Priority Item
Y044024,23.0,1,Medium Mover,2,1,2,1,Low Priority Item
175822,24.0,1,Medium Mover,16,2,5,4,Low Priority Item
184414,24.0,1,Medium Mover,1,1,1,1,Low Priority Item
761200520,24.0,1,Medium Mover,18,2,10,4,Low Priority Item
P5001413,24.0,1,Medium Mover,2,1,5,3,Low Priority Item
P6011342,24.0,1,Medium Mover,70,2,20,11,Low Priority Item
184535,25.0,1,Medium Mover,2,1,2,1,Low Priority Item
P5002183,25.0,1,Medium Mover,20,2,9,2,Low Priority Item
P5003542,25.0,1,Medium Mover,2,1,2,1,Low Priority Item
SM0527,25.0,1,Medium Mover,1,1,1,1,Low Priority Item
Y043980,25.0,1,Medium Mover,2,1,2,2,Low Priority Item
YA6111,25.0,1,Medium Mover,1,1,1,1,Low Priority Item
104681,26.0,1,Medium Mover,2,1,2,2,Low Priority Item
178138,26.0,1,Medium Mover,1,1,1,1,Low Priority Item
52-460-754-001,26.0,1,Medium Mover,8,1,11,9,Medium Priority Item
AC8017,26.0,1,Medium Mover,1,1,1,1,Low Priority Item
P6010238,26.0,1,Medium Mover,500,2,410,89,Low Priority Item
SM0025,26.0,1,Medium Mover,2,1,2,1,Low Priority Item
Y043947,26.0,1,Medium Mover,1,1,1,1,Low Priority Item
52-460-769-008,27.0,1,Medium Mover,1,1,1,1,Low Priority Item
A07035,27.0,1,Medium Mover,14,2,8,2,Low Priority Item
A91561,27.0,1,Medium Mover,100,3,56,10,Medium Priority Item
DM0447,27.0,1,Medium Mover,3,1,3,1,Low Priority Item
DT0787,27.0,1,Medium Mover,1,1,1,1,Low Priority Item
P5001811,27.0,1,Medium Mover,2,1,2,1,Low Priority Item
Y042071,27.0,1,Medium Mover,2,1,2,1,Low Priority Item
Y043613,27.0,1,Medium Mover,2,1,2,1,Low Priority Item
Y043944,27.0,1,Medium Mover,1,1,1,1,Low Priority Item
YD5865,27.0,1,Medium Mover,1,1,1,1,Low Priority Item
178125,28.0,1,Medium Mover,1,1,1,1,Low Priority Item
179182,28.0,1,Medium Mover,2,1,2,1,Low Priority Item
180221,28.0,1,Medium Mover,1,1,1,1,Low Priority Item
182214,28.0,1,Medium Mover,2,1,2,1,Low Priority Item
183315,28.0,1,Medium Mover,1,1,1,1,Low Priority Item
758017070,28.0,1,Medium Mover,2,1,2,1,Low Priority Item
AC1474,28.0,1,Medium Mover,1,1,1,1,Low Priority Item
FK555A,28.0,1,Medium Mover,1,1,1,1,Low Priority Item
P2000836,28.0,1,Medium Mover,10,1,20,2,Low Priority Item
P6015770,28.0,1,Medium Mover,50,1,64,4,Medium Priority Item
V1001046,28.0,1,Medium Mover,24,4,18,4,Low Priority Item
Y043275,28.0,1,Medium Mover,1,1,1,1,Low Priority Item
Y044049,28.0,1,Medium Mover,2,1,2,1,Low Priority Item
YA9584,28.0,1,Medium Mover,1,1,1,1,Low Priority Item
YC8677,28.0,1,Medium Mover,2,1,2,1,Low Priority Item
YD8677,28.0,1,Medium Mover,2,1,2,1,Low Priority Item
YE8677,28.0,1,Medium Mover,2,1,2,1,Low Priority Item
181907,29.0,1,Medium Mover,1,1,1,1,Low Priority Item
903277,29.0,1,Medium Mover,3,1,3,1,Low Priority Item
AC8494,29.0,1,Medium Mover,1,1,2,2,Low Priority Item
M99412,29.0,1,Medium Mover,1,1,1,1,Low Priority Item
Y043948,29.0,1,Medium Mover,1,1,1,1,Low Priority Item
175013,30.0,1,Slow Mover,5,3,3,1,Low Priority Item
183463,30.0,1,Slow Mover,1,1,1,1,Low Priority Item
183889,30.0,1,Slow Mover,3,1,3,1,Low Priority Item
SM1242,31.0,1,Slow Mover,1,1,1,1,Low Priority Item
YC5865,31.0,1,Slow Mover,1,1,1,1,Low Priority Item
AC2173,32.0,1,Slow Mover,1,1,2,2,Low Priority Item
P6011631,32.0,1,Slow Mover,12,1,12,1,Low Priority Item
YA6292,32.0,1,Slow Mover,1,1,1,1,Low Priority Item
183699,33.0,1,Slow Mover,5,2,2,1,Low Priority Item
DM0440,33.0,1,Slow Mover,10,1,10,2,Low Priority Item
FK728A,33.0,1,Slow Mover,1,1,1,1,Low Priority Item
175404,34.0,1,Slow Mover,1,1,1,1,Low Priority Item
179352,34.0,1,Slow Mover,1,1,1,1,Low Priority Item
183922,34.0,1,Slow Mover,4,2,2,1,Low Priority Item
AP0128,34.0,1,Slow Mover,3,3,1,1,Low Priority Item
V1000220,34.0,1,Slow Mover,500,1,500,1,Low Priority Item
YA6306,34.0,1,Slow Mover,1,1,1,1,Low Priority Item
175837,35.0,1,Slow Mover,1,1,1,1,Low Priority Item
183561,35.0,1,Slow Mover,1,1,1,1,Low Priority Item
52-235-854-001,35.0,1,Slow Mover,5,1,5,1,Low Priority Item
772762087,35.0,1,Slow Mover,250,1,53,12,Low Priority Item
Y043924,35.0,1,Slow Mover,2,1,2,1,Low Priority Item
YA5867,35.0,1,Slow Mover,1,1,1,1,Low Priority Item
52-261-026-001,36.0,1,Slow Mover,1,1,1,1,Low Priority Item
52-324-006-041,36.0,1,Slow Mover,15,1,3,2,Low Priority Item
760282040,36.0,1,Slow Mover,4,1,34,3,Low Priority Item
Y043256,36.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y043441,36.0,1,Slow Mover,1,1,1,1,Low Priority Item
P6017951,37.0,1,Slow Mover,50,1,36,2,Low Priority Item
SM1265,37.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y043160,37.0,1,Slow Mover,2,1,2,1,Low Priority Item
Y043230,37.0,1,Slow Mover,1,1,1,1,Low Priority Item
YA6073,37.0,1,Slow Mover,1,1,1,1,Low Priority Item
P70919,38.0,1,Slow Mover,15,1,15,2,Low Priority Item
SM0703,38.0,1,Slow Mover,2,1,2,1,Low Priority Item
P2001262,39.0,1,Slow Mover,280,1,280,1,Low Priority Item
P6016072,39.0,1,Slow Mover,3,2,3,3,Low Priority Item
Y043630,39.0,1,Slow Mover,3,1,3,1,Low Priority Item
52-233-931-413,40.0,1,Slow Mover,2,2,1,1,Low Priority Item
AC5315,40.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y042906,40.0,1,Slow Mover,1,1,1,1,Low Priority Item
YA0070,40.0,1,Slow Mover,1,1,1,1,Low Priority Item
YA5354,40.0,1,Slow Mover,1,1,1,1,Low Priority Item
YB8677,40.0,1,Slow Mover,2,1,2,1,Low Priority Item
52-239-349-005,41.0,1,Slow Mover,2,1,2,1,Low Priority Item
557026,41.0,1,Slow Mover,10,1,10,1,Low Priority Item
CP-617-511-723,41.0,1,Slow Mover,100,1,100,1,Low Priority Item
DM0468,41.0,1,Slow Mover,3,1,3,1,Low Priority Item
P6019596,41.0,1,Slow Mover,700,1,919,58,Low Priority Item
P70886,41.0,1,Slow Mover,13,1,13,3,Low Priority Item
Y043163,41.0,1,Slow Mover,2,1,2,1,Low Priority Item
YA6099,41.0,1,Slow Mover,1,1,1,1,Low Priority Item
180665,42.0,1,Slow Mover,1,1,1,1,Low Priority Item
P5001880,42.0,1,Slow Mover,3,3,4,4,Low Priority Item
P5002184,42.0,1,Slow Mover,20,1,20,1,Low Priority Item
P70907,42.0,1,Slow Mover,8,1,8,3,Low Priority Item
SM0071,42.0,1,Slow Mover,2,2,1,1,Low Priority Item
Y94031,42.0,1,Slow Mover,1,1,1,1,Low Priority Item
YA5946,42.0,1,Slow Mover,1,1,1,1,Low Priority Item
115172,43.0,1,Slow Mover,33,1,69,2,Low Priority Item
183800,43.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y044026,43.0,1,Slow Mover,2,1,2,1,Low Priority Item
YC3717,43.0,1,Slow Mover,1,1,1,1,Low Priority Item
180125,44.0,1,Slow Mover,1,1,1,1,Low Priority Item
183913,44.0,1,Slow Mover,2,1,2,1,Low Priority Item
765270120,44.0,1,Slow Mover,20,2,20,2,Low Priority Item
772762040,44.0,1,Slow Mover,200,1,219,4,Low Priority Item
P2000017,44.0,1,Slow Mover,6,1,12,6,Low Priority Item
Y043998,44.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y94029,44.0,1,Slow Mover,1,1,1,1,Low Priority Item
AC2535,45.0,1,Slow Mover,12,2,15,14,Low Priority Item
P5001806,45.0,1,Slow Mover,32,2,16,1,Low Priority Item
Y043147,45.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y043286,45.0,1,Slow Mover,2,1,2,1,Low Priority Item
103261LF,46.0,1,Slow Mover,288,1,279,9,Low Priority Item
52-236-149-017,46.0,1,Slow Mover,6,1,2,1,Low Priority Item
762503080,46.0,1,Slow Mover,19,4,3,1,Low Priority Item
SM0805,46.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y043635,46.0,1,Slow Mover,2,1,2,1,Low Priority Item
180778,47.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y043203,47.0,1,Slow Mover,1,1,1,1,Low Priority Item
184750,48.0,1,Slow Mover,2,1,2,1,Low Priority Item
70782-202B-5180,48.0,1,Slow Mover,50,1,50,1,Low Priority Item
P2005126,48.0,1,Slow Mover,3024,1,3456,2,Low Priority Item
P6015982,48.0,1,Slow Mover,8,5,8,6,Low Priority Item
P77076,48.0,1,Slow Mover,127,3,70,12,Low Priority Item
P78525,48.0,1,Slow Mover,5,1,4,1,Low Priority Item
Y043396,48.0,1,Slow Mover,2,1,2,1,Low Priority Item
Y043559,48.0,1,Slow Mover,2,1,2,1,Low Priority Item
YA0201,48.0,1,Slow Mover,2,1,2,1,Low Priority Item
YA3560,48.0,1,Slow Mover,1,1,1,1,Low Priority Item
YA6206,48.0,1,Slow Mover,1,1,1,1,Low Priority Item
182238,49.0,1,Slow Mover,1,1,1,1,Low Priority Item
762503370,49.0,1,Slow Mover,19,2,14,4,Low Priority Item
CP-617-511-654,49.0,1,Slow Mover,54,1,54,1,Low Priority Item
DM2434,49.0,1,Slow Mover,4,1,9,2,Low Priority Item
Y043996,49.0,1,Slow Mover,2,1,2,1,Low Priority Item
08-217-566-005,50.0,1,Slow Mover,19,1,19,2,Low Priority Item
178555,50.0,1,Slow Mover,1,1,1,1,Low Priority Item
184402,50.0,1,Slow Mover,2,1,2,1,Low Priority Item
P6020735,50.0,1,Slow Mover,16,2,8,1,Low Priority Item
V1000123,50.0,1,Slow Mover,600,2,300,1,Low Priority Item
Y043946,50.0,1,Slow Mover,3,1,3,1,Low Priority Item
Y044002,50.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y044004,50.0,1,Slow Mover,2,1,2,1,Low Priority Item
Y044104,50.0,1,Slow Mover,2,1,2,1,Low Priority Item
Y94175,50.0,1,Slow Mover,1,1,2,2,Low Priority Item
184360,51.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y043925,51.0,1,Slow Mover,2,1,2,1,Low Priority Item
178739,52.0,1,Slow Mover,1,1,1,1,Low Priority Item
AC1850,52.0,1,Slow Mover,2,1,3,2,Low Priority Item
P0001121,52.0,1,Slow Mover,2,1,2,1,Low Priority Item
SM0155,52.0,1,Slow Mover,2,1,1,1,Low Priority Item
Y043995,52.0,1,Slow Mover,2,1,2,1,Low Priority Item
AC8840,53.0,1,Slow Mover,7,3,2,1,Low Priority Item
P6010985,53.0,1,Slow Mover,500,1,381,34,Low Priority Item
V1000016,53.0,1,Slow Mover,54,3,36,2,Low Priority Item
Y043578,53.0,1,Slow Mover,1,1,1,1,Low Priority Item
DE0077,54.0,1,Slow Mover,50,1,179,52,Low Priority Item
P5001793,54.0,1,Slow Mover,12,1,12,1,Low Priority Item
184752,55.0,1,Slow Mover,1,1,1,1,Low Priority Item
7C5350230,55.0,1,Slow Mover,5,1,5,1,Low Priority Item
P5001830,55.0,1,Slow Mover,3,2,2,1,Low Priority Item
P6010182,55.0,1,Slow Mover,10,3,12,6,Low Priority Item
P6010184,55.0,1,Slow Mover,32,1,20,4,Low Priority Item
QFL138B,55.0,1,Slow Mover,3,1,3,1,Low Priority Item
P5002071,56.0,1,Slow Mover,1,1,4,4,Low Priority Item
Y043106,56.0,1,Slow Mover,3,2,2,1,Low Priority Item
Y043391,56.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y043633,56.0,1,Slow Mover,2,1,2,1,Low Priority Item
Y044042,56.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y94085,56.0,1,Slow Mover,1,1,1,1,Low Priority Item
178171,57.0,1,Slow Mover,1,1,1,1,Low Priority Item
178735,57.0,1,Slow Mover,3,2,2,2,Low Priority Item
178952,57.0,1,Slow Mover,1,1,1,1,Low Priority Item
184712,57.0,1,Slow Mover,1,1,1,1,Low Priority Item
184969,57.0,1,Slow Mover,1,1,1,1,Low Priority Item
AC2471,57.0,1,Slow Mover,1,1,3,3,Low Priority Item
183734,58.0,1,Slow Mover,3,1,3,1,Low Priority Item
P6019686,58.0,1,Slow Mover,12,1,12,1,Low Priority Item
P6021332,58.0,1,Slow Mover,6,1,6,1,Low Priority Item
SM2672,58.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y043955,58.0,1,Slow Mover,2,1,2,1,Low Priority Item
184623,59.0,1,Slow Mover,1,1,1,1,Low Priority Item
AC5728,59.0,1,Slow Mover,11,4,5,4,Low Priority Item
P6013143,59.0,1,Slow Mover,20,1,32,12,Low Priority Item
YA5968,59.0,1,Slow Mover,1,1,1,1,Low Priority Item
183579,60.0,1,Slow Mover,4,2,2,1,Low Priority Item
Y043920,60.0,1,Slow Mover,1,1,1,1,Low Priority Item
183512,61.0,1,Slow Mover,1,1,1,1,Low Priority Item
762503350,62.0,1,Slow Mover,5,1,3,2,Low Priority Item
CP-611-271-620,62.0,1,Slow Mover,61,1,61,1,Low Priority Item
M99415,62.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y043336,62.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y93958,62.0,1,Slow Mover,1,1,1,1,Low Priority Item
YA6068,62.0,1,Slow Mover,1,1,1,1,Low Priority Item
772310457,63.0,1,Slow Mover,6,1,5,1,Low Priority Item
772631351,63.0,1,Slow Mover,40,1,125,5,Low Priority Item
P5001930,63.0,1,Slow Mover,20,1,27,4,Low Priority Item
P6011219,63.0,1,Slow Mover,12,1,14,3,Low Priority Item
P6011221,63.0,1,Slow Mover,12,1,2,1,Low Priority Item
P6015291,63.0,1,Slow Mover,51,6,34,6,Low Priority Item
Y94224,63.0,1,Slow Mover,1,1,1,1,Low Priority Item
760282070,64.0,1,Slow Mover,9,1,9,1,Low Priority Item
Y93730,64.0,1,Slow Mover,1,1,1,1,Low Priority Item
YA1824,64.0,1,Slow Mover,2,1,2,1,Low Priority Item
A91558,65.0,1,Slow Mover,187,1,241,12,Low Priority Item
A91559,65.0,1,Slow Mover,156,1,156,1,Low Priority Item
AC1568,65.0,1,Slow Mover,2,2,1,1,Low Priority Item
AC8827,65.0,1,Slow Mover,6,1,8,3,Low Priority Item
P6015764,65.0,1,Slow Mover,6,4,6,6,Low Priority Item
P5001808,66.0,1,Slow Mover,52,2,26,2,Low Priority Item
P6015962,66.0,1,Slow Mover,10,1,10,1,Low Priority Item
Y93919,66.0,1,Slow Mover,1,1,1,1,Low Priority Item
P82363,67.0,1,Slow Mover,4,1,2,2,Low Priority Item
182552,68.0,1,Slow Mover,2,1,2,1,Low Priority Item
49511-309,68.0,1,Slow Mover,36,1,36,1,Low Priority Item
P5001518,68.0,1,Slow Mover,1,1,6,3,Low Priority Item
180679,69.0,1,Slow Mover,1,1,2,2,Low Priority Item
1EF006LF,69.0,1,Slow Mover,1,1,1,1,Low Priority Item
1EF010LF,69.0,1,Slow Mover,5,1,5,1,Low Priority Item
1EF023LF,69.0,1,Slow Mover,3,1,3,1,Low Priority Item
1EF032LF,69.0,1,Slow Mover,4,1,4,1,Low Priority Item
1EF040LF,69.0,1,Slow Mover,1,1,1,1,Low Priority Item
1EF043LF,69.0,1,Slow Mover,2,1,2,1,Low Priority Item
1EF056LF,69.0,1,Slow Mover,2,1,2,1,Low Priority Item
1EF057LF,69.0,1,Slow Mover,1,1,1,1,Low Priority Item
1EF058LF,69.0,1,Slow Mover,5,1,5,1,Low Priority Item
1EF067LF,69.0,1,Slow Mover,1,1,1,1,Low Priority Item
1EF068LF,69.0,1,Slow Mover,2,1,2,1,Low Priority Item
1EF070LF,69.0,1,Slow Mover,1,1,1,1,Low Priority Item
1EF071LF,69.0,1,Slow Mover,4,1,3,1,Low Priority Item
1EF142LF,69.0,1,Slow Mover,1,1,1,1,Low Priority Item
1EF148LF,69.0,1,Slow Mover,2,1,2,1,Low Priority Item
DM0444,69.0,1,Slow Mover,5,1,5,1,Low Priority Item
P42268,69.0,1,Slow Mover,36,1,9,9,Low Priority Item
P58551,69.0,1,Slow Mover,66,1,66,1,Low Priority Item
184048,70.0,1,Slow Mover,1,1,1,1,Low Priority Item
Y93620,70.0,1,Slow Mover,1,1,1,1,Low Priority Item
210196,71.0,1,Slow Mover,459,1,2380,49,Low Priority Item
P5001068,71.0,1,Slow Mover,5,1,5,1,Low Priority Item
P5001071,71.0,1,Slow Mover,11,1,7,1,Low Priority Item
P5001507,71.0,1,Slow Mover,1,1,7,5,Low Priority Item
P6019640,71.0,1,Slow Mover,53,3,16,3,Low Priority Item
Y94074,71.0,1,Slow Mover,1,1,1,1,Low Priority Item
169231,72.0,1,Slow Mover,6,1,6,1,Low Priority Item
169233,72.0,1,Slow Mover,2,1,2,1,Low Priority Item
169237,72.0,1,Slow Mover,1,1,1,1,Low Priority Item
1EF014LF,72.0,1,Slow Mover,4,1,4,1,Low Priority Item
1EF053LF,72.0,1,Slow Mover,6,1,6,1,Low Priority Item
1EF054LF,72.0,1,Slow Mover,3,1,2,1,Low Priority Item
1EF062LF,72.0,1,Slow Mover,1,1,1,1,Low Priority Item
